Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Role
185,2011/02/04 03:46:00.000,2011/02/04 03:47:00.000,Release Purchase Order,R-170,Requester
185,2011/02/04 13:41:00.000,2011/02/04 13:42:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
185,2011/02/04 23:52:00.000,2011/02/04 23:52:00.000,Send invoice,R-368,Supplier
185,2011/02/05 14:07:00.000,2011/02/05 14:12:00.000,Release Supplier's Invoice,R-752,Financial Manager
185,2011/02/05 14:12:00.000,2011/02/05 14:12:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
185,2011/02/05 14:19:00.000,2011/02/05 14:32:00.000,Pay invoice,R-972,Financial Manager
611,2011/03/27 11:49:00.000,2011/03/27 12:22:00.000,Create Purchase Requisition,R-790,Requester
611,2011/03/27 13:18:00.000,2011/03/27 13:23:00.000,Create Request for Quotation Requester,R-563,Requester
611,2011/03/29 19:07:00.000,2011/03/29 19:34:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
611,2011/03/29 22:35:00.000,2011/03/29 22:53:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
611,2011/03/30 02:36:00.000,2011/03/30 08:41:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
611,2011/03/30 15:38:00.000,2011/03/30 16:08:00.000,Analyze Quotation comparison Map,R-753,Requester
611,2011/03/30 16:08:00.000,2011/03/30 16:08:00.000,Choose best option,R-790,Requester
611,2011/03/30 21:28:00.000,2011/03/31 07:26:00.000,Settle conditions with supplier,R-312,Purchasing Agent
611,2011/03/31 11:46:00.000,2011/03/31 11:54:00.000,Create Purchase Order,R-810,Purchasing Agent
611,2011/04/01 06:25:00.000,2011/04/01 06:31:00.000,Confirm Purchase Order,R-368,Supplier
611,2011/04/03 06:08:00.000,2011/04/04 21:45:00.000,Deliver Goods Services,R-368,Supplier
611,2011/04/05 05:24:00.000,2011/04/05 05:25:00.000,Release Purchase Order,R-239,Requester
611,2011/04/06 04:23:00.000,2011/04/06 04:24:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
611,2011/04/06 14:15:00.000,2011/04/06 14:15:00.000,Send invoice,R-392,Supplier
611,2011/04/07 04:37:00.000,2011/04/07 04:41:00.000,Release Supplier's Invoice,R-752,Financial Manager
611,2011/04/07 04:41:00.000,2011/04/07 04:41:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
611,2011/04/07 05:24:00.000,2011/04/07 05:28:00.000,Pay invoice,R-972,Financial Manager
186,2011/01/25 00:57:00.000,2011/01/25 01:10:00.000,Create Purchase Requisition,R-591,Requester
186,2011/01/25 20:58:00.000,2011/01/25 21:05:00.000,Analyze Purchase Requisition,R-729,Requester Manager
186,2011/01/25 21:09:00.000,2011/01/25 21:11:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
186,2011/01/25 22:22:00.000,2011/01/25 22:34:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
186,2011/01/26 23:07:00.000,2011/01/26 23:19:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
186,2011/01/27 22:51:00.000,2011/01/28 03:28:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
186,2011/01/28 09:34:00.000,2011/01/28 10:04:00.000,Analyze Quotation comparison Map,R-371,Requester
186,2011/01/28 10:04:00.000,2011/01/28 10:04:00.000,Choose best option,R-790,Requester
186,2011/01/28 15:23:00.000,2011/01/28 20:03:00.000,Settle conditions with supplier,R-594,Purchasing Agent
186,2011/01/29 02:29:00.000,2011/01/29 02:37:00.000,Create Purchase Order,R-312,Purchasing Agent
186,2011/01/29 07:44:00.000,2011/01/29 08:18:00.000,Confirm Purchase Order,R-368,Supplier
186,2011/01/29 17:09:00.000,2011/01/31 03:13:00.000,Deliver Goods Services,R-543,Supplier
186,2011/01/31 10:52:00.000,2011/01/31 10:53:00.000,Release Purchase Order,R-591,Requester
186,2011/01/31 19:49:00.000,2011/01/31 19:50:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
186,2011/02/02 01:56:00.000,2011/02/02 01:56:00.000,Send invoice,R-392,Supplier
186,2011/02/02 16:10:00.000,2011/02/02 16:13:00.000,Release Supplier's Invoice,R-972,Financial Manager
186,2011/02/02 16:13:00.000,2011/02/02 16:13:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
186,2011/02/02 16:56:00.000,2011/02/02 17:02:00.000,Pay invoice,R-752,Financial Manager
909,2011/05/14 05:27:00.000,2011/05/14 06:19:00.000,Create Purchase Requisition,R-563,Requester
909,2011/05/14 11:55:00.000,2011/05/14 12:05:00.000,Create Request for Quotation Requester,R-170,Requester
909,2011/05/16 14:45:00.000,2011/05/16 14:56:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
909,2011/05/17 10:10:00.000,2011/05/17 10:28:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
909,2011/05/17 17:37:00.000,2011/05/17 19:55:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
909,2011/05/18 02:42:00.000,2011/05/18 02:57:00.000,Analyze Quotation comparison Map,R-330,Requester
909,2011/05/18 02:57:00.000,2011/05/18 02:57:00.000,Choose best option,R-591,Requester
909,2011/05/18 22:14:00.000,2011/05/19 07:50:00.000,Settle conditions with supplier,R-594,Purchasing Agent
909,2011/05/21 17:00:00.000,2011/05/21 17:06:00.000,Create Purchase Order,R-810,Purchasing Agent
909,2011/05/23 09:21:00.000,2011/05/23 09:31:00.000,Confirm Purchase Order,R-543,Supplier
909,2011/05/25 09:19:00.000,2011/05/26 20:16:00.000,Deliver Goods Services,R-368,Supplier
909,2011/05/27 03:29:00.000,2011/05/27 03:30:00.000,Release Purchase Order,R-874,Requester
909,2011/05/27 10:55:00.000,2011/05/27 10:56:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
909,2011/05/29 13:25:00.000,2011/05/29 13:25:00.000,Send invoice,R-543,Supplier
909,2011/05/30 03:52:00.000,2011/05/30 03:55:00.000,Release Supplier's Invoice,R-752,Financial Manager
909,2011/05/30 03:55:00.000,2011/05/30 03:55:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
909,2011/05/30 04:36:00.000,2011/05/30 04:50:00.000,Pay invoice,R-972,Financial Manager
714,2011/04/14 05:15:00.000,2011/04/14 05:52:00.000,Create Purchase Requisition,R-753,Requester
714,2011/04/14 18:50:00.000,2011/04/14 18:57:00.000,Analyze Purchase Requisition,R-775,Requester Manager
714,2011/04/14 19:03:00.000,2011/04/14 19:05:00.000,Create Request for Quotation Requester Manager,R-264,Requester Manager
714,2011/04/17 01:39:00.000,2011/04/17 01:51:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
714,2011/04/18 13:05:00.000,2011/04/18 13:19:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
714,2011/04/18 18:46:00.000,2011/04/18 21:05:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
714,2011/04/19 03:54:00.000,2011/04/19 04:22:00.000,Analyze Quotation comparison Map,R-790,Requester
714,2011/04/19 04:22:00.000,2011/04/19 04:22:00.000,Choose best option,R-763,Requester
714,2011/04/20 09:13:00.000,2011/04/20 13:42:00.000,Settle conditions with supplier,R-810,Purchasing Agent
714,2011/04/20 18:46:00.000,2011/04/20 18:59:00.000,Create Purchase Order,R-810,Purchasing Agent
714,2011/04/22 20:35:00.000,2011/04/22 21:01:00.000,Confirm Purchase Order,R-368,Supplier
714,2011/04/23 17:40:00.000,2011/04/23 23:43:00.000,Deliver Goods Services,R-392,Supplier
714,2011/04/24 07:33:00.000,2011/04/24 07:34:00.000,Release Purchase Order,R-371,Requester
714,2011/04/24 18:48:00.000,2011/04/24 18:49:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
714,2011/04/25 01:58:00.000,2011/04/25 01:58:00.000,Send invoice,R-392,Supplier
714,2011/04/25 16:09:00.000,2011/04/25 16:13:00.000,Release Supplier's Invoice,R-752,Financial Manager
714,2011/04/25 16:13:00.000,2011/04/25 16:13:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
714,2011/04/25 16:59:00.000,2011/04/25 17:10:00.000,Pay invoice,R-752,Financial Manager
809,2011/04/30 10:36:00.000,2011/04/30 11:25:00.000,Create Purchase Requisition,R-874,Requester
809,2011/05/01 09:34:00.000,2011/05/01 09:42:00.000,Analyze Purchase Requisition,R-775,Requester Manager
809,2011/05/01 09:47:00.000,2011/05/01 09:49:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
809,2011/05/02 04:33:00.000,2011/05/02 04:56:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
809,2011/05/02 05:52:00.000,2011/05/02 05:59:00.000,Amend Request for Quotation Requester,R-874,Requester Manager
809,2011/05/02 19:25:00.000,2011/05/02 20:00:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
809,2011/05/03 17:06:00.000,2011/05/03 17:25:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
809,2011/05/03 21:40:00.000,2011/05/03 23:06:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
809,2011/05/04 05:31:00.000,2011/05/04 05:37:00.000,Analyze Quotation comparison Map,R-768,Requester
809,2011/05/04 05:37:00.000,2011/05/04 05:37:00.000,Choose best option,R-763,Requester
809,2011/05/04 17:36:00.000,2011/05/05 06:09:00.000,Settle conditions with supplier,R-312,Purchasing Agent
809,2011/05/07 04:19:00.000,2011/05/07 04:32:00.000,Create Purchase Order,R-312,Purchasing Agent
809,2011/05/07 10:41:00.000,2011/05/07 10:52:00.000,Confirm Purchase Order,R-543,Supplier
809,2011/05/10 08:06:00.000,2011/05/10 22:47:00.000,Deliver Goods Services,R-392,Supplier
809,2011/05/11 06:06:00.000,2011/05/11 06:07:00.000,Release Purchase Order,R-790,Requester
809,2011/05/11 14:44:00.000,2011/05/11 14:45:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
809,2011/05/12 12:27:00.000,2011/05/12 12:27:00.000,Send invoice,R-346,Supplier
809,2011/05/13 02:53:00.000,2011/05/13 02:59:00.000,Release Supplier's Invoice,R-752,Financial Manager
809,2011/05/13 03:38:00.000,2011/05/13 04:06:00.000,Settle dispute with supplier Financial Manager,R-752,Financial Manager
809,2011/05/13 04:12:00.000,2011/05/13 04:12:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
809,2011/05/13 05:08:00.000,2011/05/13 05:18:00.000,Pay invoice,R-752,Financial Manager
613,2011/03/28 07:59:00.000,2011/03/28 08:33:00.000,Create Purchase Requisition,R-753,Requester
613,2011/03/29 06:00:00.000,2011/03/29 06:06:00.000,Analyze Purchase Requisition,R-729,Requester Manager
616,2011/03/28 15:48:00.000,2011/03/28 16:18:00.000,Create Purchase Requisition,R-170,Requester
616,2011/03/28 23:05:00.000,2011/03/28 23:12:00.000,Create Request for Quotation Requester,R-170,Requester
616,2011/03/31 20:37:00.000,2011/03/31 20:49:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
616,2011/04/01 18:32:00.000,2011/04/01 18:45:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
616,2011/04/01 19:31:00.000,2011/04/01 21:05:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
616,2011/04/02 04:10:00.000,2011/04/02 04:42:00.000,Analyze Quotation comparison Map,R-239,Requester
616,2011/04/02 04:42:00.000,2011/04/02 04:42:00.000,Choose best option,R-330,Requester
616,2011/04/02 22:51:00.000,2011/04/03 05:18:00.000,Settle conditions with supplier,R-810,Purchasing Agent
616,2011/04/03 07:53:00.000,2011/04/03 08:04:00.000,Create Purchase Order,R-594,Purchasing Agent
616,2011/04/05 03:52:00.000,2011/04/05 04:05:00.000,Confirm Purchase Order,R-346,Supplier
616,2011/04/08 07:35:00.000,2011/04/08 13:34:00.000,Deliver Goods Services,R-274,Supplier
616,2011/04/08 20:43:00.000,2011/04/08 20:44:00.000,Release Purchase Order,R-330,Requester
616,2011/04/09 13:33:00.000,2011/04/09 13:34:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
616,2011/04/11 22:40:00.000,2011/04/11 22:40:00.000,Send invoice,R-543,Supplier
616,2011/04/12 13:04:00.000,2011/04/12 13:06:00.000,Release Supplier's Invoice,R-972,Financial Manager
616,2011/04/12 13:14:00.000,2011/04/12 13:14:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
616,2011/04/12 13:37:00.000,2011/04/12 13:42:00.000,Pay invoice,R-972,Financial Manager
615,2011/03/28 14:07:00.000,2011/03/28 14:56:00.000,Create Purchase Requisition,R-790,Requester
615,2011/03/28 22:40:00.000,2011/03/28 22:51:00.000,Create Request for Quotation Requester,R-239,Requester
615,2011/03/30 01:51:00.000,2011/03/30 02:08:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
615,2011/03/30 21:04:00.000,2011/03/30 21:28:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
615,2011/03/31 12:07:00.000,2011/03/31 14:16:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
615,2011/03/31 21:16:00.000,2011/03/31 21:42:00.000,Analyze Quotation comparison Map,R-170,Requester
615,2011/03/31 21:42:00.000,2011/03/31 21:42:00.000,Choose best option,R-874,Requester
615,2011/04/01 00:41:00.000,2011/04/01 06:06:00.000,Settle conditions with supplier,R-312,Purchasing Agent
615,2011/04/01 11:32:00.000,2011/04/01 11:44:00.000,Create Purchase Order,R-810,Purchasing Agent
615,2011/04/05 03:13:00.000,2011/04/05 03:35:00.000,Confirm Purchase Order,R-274,Supplier
615,2011/04/06 13:18:00.000,2011/04/07 20:58:00.000,Deliver Goods Services,R-274,Supplier
615,2011/04/08 04:48:00.000,2011/04/08 04:49:00.000,Release Purchase Order,R-371,Requester
615,2011/04/08 22:55:00.000,2011/04/08 22:56:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
615,2011/04/12 16:30:00.000,2011/04/12 16:30:00.000,Send invoice,R-543,Supplier
615,2011/04/13 06:47:00.000,2011/04/13 06:54:00.000,Release Supplier's Invoice,R-752,Financial Manager
615,2011/04/13 06:54:00.000,2011/04/13 06:54:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
615,2011/04/13 07:05:00.000,2011/04/13 07:10:00.000,Pay invoice,R-752,Financial Manager
618,2011/03/29 16:16:00.000,2011/03/29 17:01:00.000,Create Purchase Requisition,R-371,Requester
618,2011/03/30 01:15:00.000,2011/03/30 01:24:00.000,Create Request for Quotation Requester,R-170,Requester
618,2011/04/01 02:20:00.000,2011/04/01 02:48:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
618,2011/04/01 19:23:00.000,2011/04/01 20:00:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
618,2011/04/02 18:42:00.000,2011/04/02 22:42:00.000,Create Quotation comparison Map,R-810,Purchasing Agent
618,2011/04/03 05:13:00.000,2011/04/03 05:42:00.000,Analyze Quotation comparison Map,R-591,Requester
618,2011/04/03 05:42:00.000,2011/04/03 05:42:00.000,Choose best option,R-239,Requester
618,2011/04/03 08:04:00.000,2011/04/03 13:22:00.000,Settle conditions with supplier,R-594,Purchasing Agent
618,2011/04/03 22:23:00.000,2011/04/03 22:31:00.000,Create Purchase Order,R-312,Purchasing Agent
618,2011/04/04 21:45:00.000,2011/04/04 22:18:00.000,Confirm Purchase Order,R-368,Supplier
618,2011/04/05 07:02:00.000,2011/04/05 13:14:00.000,Deliver Goods Services,R-346,Supplier
618,2011/04/05 20:40:00.000,2011/04/05 20:41:00.000,Release Purchase Order,R-371,Requester
618,2011/04/09 12:45:00.000,2011/04/09 12:46:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
618,2011/04/10 10:32:00.000,2011/04/10 10:32:00.000,Send invoice,R-368,Supplier
618,2011/04/11 01:01:00.000,2011/04/11 01:05:00.000,Release Supplier's Invoice,R-972,Financial Manager
618,2011/04/11 01:05:00.000,2011/04/11 01:05:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
618,2011/04/11 01:35:00.000,2011/04/11 01:46:00.000,Pay invoice,R-752,Financial Manager
423,2011/03/02 07:36:00.000,2011/03/02 08:31:00.000,Create Purchase Requisition,R-439,Requester
423,2011/03/02 20:09:00.000,2011/03/02 20:18:00.000,Analyze Purchase Requisition,R-264,Requester Manager
525,2011/03/15 07:45:00.000,2011/03/15 08:25:00.000,Create Purchase Requisition,R-768,Requester
525,2011/03/16 03:41:00.000,2011/03/16 03:45:00.000,Analyze Purchase Requisition,R-729,Requester Manager
525,2011/03/16 03:52:00.000,2011/03/16 03:54:00.000,Create Request for Quotation Requester Manager,R-775,Requester Manager
525,2011/03/16 08:26:00.000,2011/03/16 08:54:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
525,2011/03/17 12:10:00.000,2011/03/17 12:38:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
525,2011/03/18 20:38:00.000,2011/03/19 00:05:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
525,2011/03/19 06:14:00.000,2011/03/19 06:29:00.000,Analyze Quotation comparison Map,R-239,Requester
525,2011/03/19 06:29:00.000,2011/03/19 06:29:00.000,Choose best option,R-439,Requester
525,2011/03/19 18:56:00.000,2011/03/20 00:45:00.000,Settle conditions with supplier,R-312,Purchasing Agent
525,2011/03/20 05:38:00.000,2011/03/20 05:45:00.000,Create Purchase Order,R-810,Purchasing Agent
525,2011/03/20 20:17:00.000,2011/03/20 20:32:00.000,Confirm Purchase Order,R-392,Supplier
525,2011/03/23 00:16:00.000,2011/03/24 04:54:00.000,Deliver Goods Services,R-346,Supplier
525,2011/03/24 12:07:00.000,2011/03/24 12:08:00.000,Release Purchase Order,R-874,Requester
525,2011/03/24 15:28:00.000,2011/03/24 15:29:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
525,2011/03/27 00:25:00.000,2011/03/27 00:25:00.000,Send invoice,R-274,Supplier
525,2011/03/27 15:49:00.000,2011/03/27 15:53:00.000,Release Supplier's Invoice,R-752,Financial Manager
525,2011/03/27 15:59:00.000,2011/03/27 16:22:00.000,Settle dispute with supplier Financial Manager,R-972,Financial Manager
525,2011/03/27 16:22:00.000,2011/03/27 16:22:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
525,2011/03/27 17:28:00.000,2011/03/27 17:36:00.000,Pay invoice,R-752,Financial Manager
425,2011/03/02 23:51:00.000,2011/03/03 00:02:00.000,Create Purchase Requisition,R-874,Requester
425,2011/03/03 03:24:00.000,2011/03/03 03:33:00.000,Create Request for Quotation Requester,R-768,Requester
425,2011/03/14 04:58:00.000,2011/03/14 05:11:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
619,2011/03/29 19:04:00.000,2011/03/29 19:26:00.000,Create Purchase Requisition,R-763,Requester
619,2011/03/30 01:47:00.000,2011/03/30 01:58:00.000,Create Request for Quotation Requester,R-439,Requester
619,2011/03/31 18:56:00.000,2011/03/31 19:06:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
619,2011/04/02 12:46:00.000,2011/04/02 13:12:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
619,2011/04/03 07:28:00.000,2011/04/03 10:57:00.000,Create Quotation comparison Map,R-312,Purchasing Agent
619,2011/04/03 17:48:00.000,2011/04/03 18:19:00.000,Analyze Quotation comparison Map,R-591,Requester
619,2011/04/03 18:19:00.000,2011/04/03 18:19:00.000,Choose best option,R-330,Requester
619,2011/04/04 01:50:00.000,2011/04/04 14:22:00.000,Settle conditions with supplier,R-810,Purchasing Agent
619,2011/04/04 20:21:00.000,2011/04/04 20:34:00.000,Create Purchase Order,R-810,Purchasing Agent
619,2011/04/05 04:12:00.000,2011/04/05 04:47:00.000,Confirm Purchase Order,R-274,Supplier
619,2011/04/07 14:32:00.000,2011/04/09 11:19:00.000,Deliver Goods Services,R-368,Supplier
619,2011/04/09 19:20:00.000,2011/04/09 19:21:00.000,Release Purchase Order,R-239,Requester
619,2011/04/10 06:51:00.000,2011/04/10 06:52:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
619,2011/04/11 22:40:00.000,2011/04/11 22:40:00.000,Send invoice,R-543,Supplier
619,2011/04/12 13:05:00.000,2011/04/12 13:12:00.000,Release Supplier's Invoice,R-752,Financial Manager
619,2011/04/12 13:14:00.000,2011/04/12 13:14:00.000,Authorize Supplier's Invoice payment,R-972,Financial Manager
619,2011/04/12 13:44:00.000,2011/04/12 13:58:00.000,Pay invoice,R-972,Financial Manager
424,2011/03/02 12:11:00.000,2011/03/02 12:58:00.000,Create Purchase Requisition,R-563,Requester
424,2011/03/02 14:02:00.000,2011/03/02 14:09:00.000,Create Request for Quotation Requester,R-297,Requester
424,2011/03/05 01:07:00.000,2011/03/05 01:25:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
424,2011/03/05 02:19:00.000,2011/03/05 02:28:00.000,Amend Request for Quotation Requester,R-239,Requester Manager
424,2011/03/05 09:05:00.000,2011/03/05 09:15:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
424,2011/03/06 04:06:00.000,2011/03/06 04:07:00.000,Send Request for Quotation to Supplier,R-594,Purchasing Agent
424,2011/03/06 23:35:00.000,2011/03/07 05:29:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
424,2011/03/07 12:05:00.000,2011/03/07 12:26:00.000,Analyze Quotation comparison Map,R-239,Requester
424,2011/03/07 12:26:00.000,2011/03/07 12:26:00.000,Choose best option,R-563,Requester
424,2011/03/07 15:18:00.000,2011/03/08 02:57:00.000,Settle conditions with supplier,R-312,Purchasing Agent
424,2011/03/08 08:57:00.000,2011/03/08 09:07:00.000,Create Purchase Order,R-594,Purchasing Agent
424,2011/03/10 22:37:00.000,2011/03/10 23:09:00.000,Confirm Purchase Order,R-392,Supplier
424,2011/03/14 04:05:00.000,2011/03/15 17:42:00.000,Deliver Goods Services,R-346,Supplier
424,2011/03/16 01:27:00.000,2011/03/16 01:28:00.000,Release Purchase Order,R-874,Requester
424,2011/03/16 14:17:00.000,2011/03/16 14:18:00.000,Approve Purchase Order for payment,R-810,Purchasing Agent
424,2011/03/17 23:33:00.000,2011/03/17 23:33:00.000,Send invoice,R-543,Supplier
424,2011/03/18 14:03:00.000,2011/03/18 14:03:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
424,2011/03/18 14:41:00.000,2011/03/18 14:53:00.000,Pay invoice,R-972,Financial Manager
117,2011/01/14 19:56:00.000,2011/01/14 20:07:00.000,Create Purchase Requisition,R-170,Requester
117,2011/01/15 15:15:00.000,2011/01/15 15:21:00.000,Analyze Purchase Requisition,R-775,Requester Manager
117,2011/01/15 15:25:00.000,2011/01/15 15:27:00.000,Create Request for Quotation Requester Manager,R-729,Requester Manager
117,2011/01/17 00:41:00.000,2011/01/17 01:11:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
117,2011/01/17 02:11:00.000,2011/01/17 02:35:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
117,2011/01/17 02:39:00.000,2011/01/17 08:20:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
117,2011/01/17 15:20:00.000,2011/01/17 15:34:00.000,Analyze Quotation comparison Map,R-768,Requester
117,2011/01/17 15:34:00.000,2011/01/17 15:34:00.000,Choose best option,R-768,Requester
117,2011/01/17 19:59:00.000,2011/01/18 09:34:00.000,Settle conditions with supplier,R-594,Purchasing Agent
117,2011/01/18 17:40:00.000,2011/01/18 17:50:00.000,Create Purchase Order,R-810,Purchasing Agent
117,2011/01/19 00:05:00.000,2011/01/19 00:16:00.000,Confirm Purchase Order,R-392,Supplier
117,2011/01/20 12:17:00.000,2011/01/22 06:00:00.000,Deliver Goods Services,R-368,Supplier
117,2011/01/22 13:29:00.000,2011/01/22 13:30:00.000,Release Purchase Order,R-330,Requester
117,2011/01/23 03:27:00.000,2011/01/23 03:28:00.000,Approve Purchase Order for payment,R-312,Purchasing Agent
117,2011/01/23 21:23:00.000,2011/01/23 21:23:00.000,Send invoice,R-368,Supplier
117,2011/01/24 11:47:00.000,2011/01/24 11:54:00.000,Release Supplier's Invoice,R-752,Financial Manager
117,2011/01/24 11:54:00.000,2011/01/24 11:54:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
117,2011/01/24 12:28:00.000,2011/01/24 12:37:00.000,Pay invoice,R-752,Financial Manager
841,2011/05/04 19:33:00.000,2011/05/04 19:47:00.000,Create Purchase Requisition,R-591,Requester
841,2011/05/04 23:23:00.000,2011/05/04 23:33:00.000,Create Request for Quotation Requester,R-371,Requester
841,2011/05/06 22:19:00.000,2011/05/06 22:53:00.000,Analyze Request for Quotation,R-810,Purchasing Agent
841,2011/05/07 10:18:00.000,2011/05/07 10:37:00.000,Send Request for Quotation to Supplier,R-810,Purchasing Agent
841,2011/05/07 11:17:00.000,2011/05/07 14:20:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
841,2011/05/07 20:37:00.000,2011/05/07 21:07:00.000,Analyze Quotation comparison Map,R-846,Requester
841,2011/05/07 21:07:00.000,2011/05/07 21:07:00.000,Choose best option,R-371,Requester
841,2011/05/08 13:35:00.000,2011/05/08 23:58:00.000,Settle conditions with supplier,R-594,Purchasing Agent
841,2011/05/09 01:50:00.000,2011/05/09 02:00:00.000,Create Purchase Order,R-810,Purchasing Agent
841,2011/05/10 20:20:00.000,2011/05/10 20:28:00.000,Confirm Purchase Order,R-274,Supplier
841,2011/05/13 09:30:00.000,2011/05/14 06:46:00.000,Deliver Goods Services,R-543,Supplier
841,2011/05/14 14:21:00.000,2011/05/14 14:22:00.000,Release Purchase Order,R-239,Requester
841,2011/05/14 19:23:00.000,2011/05/14 19:24:00.000,Approve Purchase Order for payment,R-594,Purchasing Agent
841,2011/05/16 12:13:00.000,2011/05/16 12:13:00.000,Send invoice,R-346,Supplier
841,2011/05/17 02:33:00.000,2011/05/17 02:36:00.000,Release Supplier's Invoice,R-752,Financial Manager
841,2011/05/17 02:36:00.000,2011/05/17 02:36:00.000,Authorize Supplier's Invoice payment,R-752,Financial Manager
841,2011/05/17 02:42:00.000,2011/05/17 02:50:00.000,Pay invoice,R-752,Financial Manager
988,2011/05/23 12:59:00.000,2011/05/23 13:14:00.000,Create Purchase Requisition,R-874,Requester
988,2011/05/23 21:17:00.000,2011/05/23 21:23:00.000,Create Request for Quotation Requester,R-170,Requester
988,2011/06/01 09:36:00.000,2011/06/01 10:07:00.000,Analyze Request for Quotation,R-312,Purchasing Agent
115,2011/01/14 17:40:00.000,2011/01/14 18:16:00.000,Create Purchase Requisition,R-330,Requester
115,2011/01/14 22:17:00.000,2011/01/14 22:28:00.000,Create Request for Quotation Requester,R-371,Requester
115,2011/01/17 00:33:00.000,2011/01/17 00:41:00.000,Analyze Request for Quotation,R-594,Purchasing Agent
115,2011/01/17 12:17:00.000,2011/01/17 12:38:00.000,Send Request for Quotation to Supplier,R-312,Purchasing Agent
115,2011/01/17 15:17:00.000,2011/01/17 19:59:00.000,Create Quotation comparison Map,R-594,Purchasing Agent
115,2011/01/18 02:35:00.000,2011/01/18 02:50:00.000,Analyze Quotation comparison Map,R-439,Requester
115,2011/01/18 02:50:00.000,2011/01/18 02:50:00.000,Choose best option,R-170,Requester
115,2011/01/18 06:31:00.000,2011/01/18 17:11:00.000,Settle conditions with supplier,R-312,Purchasing Agent
115,2011/01/18 23:26:00.000,2011/01/18 23:34:00.000,Create Purchase Order,R-810,Purchasing Agent
115,2011/01/19 09:55:00.000,2011/01/19 10:10:00.000,Confirm Purchase Order,R-543,Supplier
115,2011/01/22 02:36:00.000,2011/01/22 22:46:00.000,Deliver Goods Services,R-274,Supplier
115,2011/01/23 06:40:00.000,2011/01/23 06:41:00.000,Release Purchase Order,R-371,Requester
